표준코드,제품코드,제품명,규격,단위,상한금액,업체명,주성분코드,주성분명,투여,분류
8806218038451,621803845,헥소슈어350주(이오헥솔)_(377.5g/500mL),500,mL/병,219781,(주)한국파비스제약,176351BIJ,iohexol   377.5g(0.755g/mL),주사,721
8806218038475,621803847,헥소슈어350주(이오헥솔)_(94.375g/125mL),125,mL/병,55078,(주)한국파비스제약,176374BIJ,iohexol   94.375g(0.755g/mL),주사,721
8806218038512,621803851,헥소슈어300주(이오헥솔)_(19.41g/30mL),30,mL/병,12525,(주)한국파비스제약,176335BIJ,iohexol   19.41g(0.647g/mL),주사,721
8806218038529,621803852,헥소슈어300주(이오헥솔)_(32.35g/50mL),50,mL/병,21057,(주)한국파비스제약,176340BIJ,iohexol   32.35g(0.647g/mL),주사,721
8806218038536,621803853,헥소슈어300주(이오헥솔)_(64.7g/100mL),100,mL/병,41721,(주)한국파비스제약,176342BIJ,iohexol   64.7g(0.647g/mL),주사,721
8806218038543,621803854,헥소슈어300주(이오헥솔)_(97.05g/150mL),150,mL/병,63570,(주)한국파비스제약,176345BIJ,iohexol   97.05g(0.647g/mL),주사,721
8806218039229,621803920,비스포지정10/160밀리그램_(1정),1,정,1128,(주)한국파비스제약,495800ATB,amlodipine besylate (as amlodipine   10mg),내복,214
8806218040225,621804020,폴라징크정(폴라프레징크)_(75mg/1정),1,정,116,(주)한국파비스제약,505601ATB,polaprezinc   75mg,내복,232
8806218041826,621804180,테네글리틴정20밀리그램(테네리글립틴염산염수화물)_(26mg/1정),1,정,665,(주)한국파비스제약,695301ATB,teneligliptin hydrochloride hydrate (as teneligliptin   20mg),내복,396
8806218042311,621804230,아토브정10/40밀리그램_(1정),1,정,1203,(주)한국파비스제약,634800ATB,atorvastatin calcium (as atorvastatin   40mg),내복,218
8806218042410,621804240,아토브정10/20밀리그램_(1정),1,정,808,(주)한국파비스제약,633900ATB,atorvastatin calcium (as atorvastatin   20mg),내복,218
8806218042519,621804250,아토브정10/10밀리그램_(1정),1,정,637,(주)한국파비스제약,633800ATB,atorvastatin calcium (as atorvastatin   10mg),내복,218
8806218043714,621804370,판토라졸정20밀리그램(판토프라졸나트륨세스키히드레이트)_(22.55mg/1정),1,정,434,(주)한국파비스제약,208802ATE,pantoprazole sodium (as pantoprazole   20mg),내복,232
8806218043813,621804380,판토라졸정40밀리그램(판토프라졸나트륨세스키히드레이트)_(45.1mg/1정),1,정,655,(주)한국파비스제약,208801ATE,pantoprazole sodium (as pantoprazole   40mg),내복,232
8806218044513,621804450,테네글리틴엠서방정10/750밀리그램_(1정),1,정,334,(주)한국파비스제약,708300ATR,metformin hydrochloride   0.75g,내복,396
8806218044612,621804460,테네글리틴엠서방정10/500밀리그램_(1정),1,정,334,(주)한국파비스제약,708400ATR,metformin hydrochloride   0.5g,내복,396
8806218044711,621804470,테네글리틴엠서방정20/1000밀리그램_(1정),1,정,665,(주)한국파비스제약,708200ATR,metformin hydrochloride   1g,내복,396
8806226000648,622600060,뉴페질구강붕해필름10mg(도네페질염산염)_(10mg/1장),1,장,1545,(주)씨엘팜,148601ATD,donepezil hydrochloride   10mg,내복,119
8806226000747,622600070,뉴페질구강붕해필름5mg(도네페질염산염)_(5mg/1장),1,장,1050,(주)씨엘팜,148602ATD,donepezil hydrochloride   5mg,내복,119
8806226001126,622600110,독시라마이신캡슐100mg(독시사이클린수화물)_(0.1g/1캡슐),1,캡슐,160,(주)씨엘팜,149501ACH,doxycycline hydrate   0.1g,내복,615
8806226002321,622600230,씨엘트라정_(1정),1,정,162,(주)씨엘팜,513000ATB,acetaminophen   0.325g,내복,114
8806226002420,622600240,씨엘트라세미정_(1정),1,정,107,(주)씨엘팜,480600ATB,acetaminophen   0.1625g,내복,114
8806226002826,622600280,넥씨엘정20mg(에스오메프라졸마그네슘이수화물)_(21.69mg/1정),1,정,649,(주)씨엘팜,367201ATB,esomeprazole magnesium (as esomeprazole   20mg),내복,232
8806226003229,622600320,무코씨엘정(레바미피드)_(0.1g/1정),1,정,88,(주)씨엘팜,222901ATB,rebamipide   0.1g,내복,232
8806226004240,622600420,아세티론정(아세클로페낙)_(0.1g/1정),1,정,160,(주)씨엘팜,100901ATB,aceclofenac   0.1g,내복,114
8806226004325,622600430,비엘피린장용정100밀리그램(아스피린)_(0.1g/1정),1,정,77,(주)씨엘팜,111001ATE,aspirin(enteric coated) (as aspirin   0.1g),내복,219
8806226004523,622600450,비엘페질정10밀리그램(도네페질염산염수화물)_(10.43mg/1정),1,정,544,(주)씨엘팜,148601ATB,donepezil hydrochloride   10mg,내복,119
8806226004622,622600460,비엘페질정5밀리그램(도네페질염산염수화물)_(5.215mg/1정),1,정,425,(주)씨엘팜,148602ATB,donepezil hydrochloride   5mg,내복,119
8806226005025,622600500,비엘토바정10밀리그램(아토르바스타틴칼슘수화물)_(10.85mg/1정),1,정,564,(주)씨엘팜,111501ATB,atorvastatin calcium (as atorvastatin   10mg),내복,218
8806226005155,622600510,비엘토바정20밀리그램(아토르바스타틴칼슘수화물)_(21.7mg/1정),1,정,605,(주)씨엘팜,111502ATB,atorvastatin calcium (as atorvastatin   20mg),내복,218
8806226005322,622600530,비엘노바스정5밀리그램(암로디핀베실산염)_(6.944mg/1정),1,정,312,(주)씨엘팜,107601ATB,amlodipine besylate (as amlodipine   5mg),내복,214
8806227000517,622700051,제넥솔주(파클리탁셀)_(30mg/5mL),5,mL/병,78987,(주)삼양홀딩스,207830BIJ,paclitaxel   30mg(6mg/mL),주사,421
8806227000616,622700061,제넥솔주(파클리탁셀)_(0.1g/16.7mL),16.7,mL/병,158370,(주)삼양홀딩스,207831BIJ,paclitaxel   0.1g(6mg/mL),주사,421
8806227001118,622700111,제넥솔피엠주(파클리탁셀)_(30mg/1병),1,병,78987,(주)삼양홀딩스,207830BIJ,paclitaxel   30mg(6mg/mL),주사,421
8806227001217,622700121,제넥솔피엠주100밀리그람(파클리탁셀)_(0.1g/1병),1,병,158370,(주)삼양홀딩스,207831BIJ,paclitaxel   0.1g(6mg/mL),주사,421
8806227001828,622700180,앤지덤패취0.2밀리그람/시간(희석된니트로글리세린)_(7㎠/1매),1,매,619,(주)삼양홀딩스,202634CPC,diluted nitroglycerin (as nitroglycerin   22.4mg),외용,217
8806227003013,622700301,졸레닉주4밀리그램(졸레드론산일수화물)_(4.264mg/5mL),5,mL/병,79288,(주)삼양홀딩스,420731BIJ,zoledronic acid   4mg(0.8mg/mL)),주사,399
8806227003112,622700311,나녹셀엠주20밀리그램(도세탁셀무수물)_(20mg/1병),1,병,120573,(주)삼양홀딩스,148341BIJ,docetaxel   20mg,주사,421
8806227003211,622700321,나녹셀엠주80밀리그램(도세탁셀무수물)_(80mg/1병),1,병,389375,(주)삼양홀딩스,148342BIJ,docetaxel   80mg,주사,421
8806227003716,622700371,넥사틴주5밀리그람/밀리리터(옥살리플라틴)_(50mg/10mL),10,mL/병,211514,(주)삼양홀딩스,205830BIJ,oxaliplatin   50mg(5mg/mL),주사,421
8806227003815,622700381,넥사틴주5밀리그람/밀리리터(옥살리플라틴)_(0.1g/20mL),20,mL/병,298195,(주)삼양홀딩스,205834BIJ,oxaliplatin   0.1g(5mg/mL),주사,421
8806227005420,622700540,써지가드거즈(산화재생셀룰로오스)(오리지날)_(5×7.5㎠/1매),1,매,3869,(주)삼양홀딩스,454206CDS,oxidized regenerated cellulose   100g,외용,332
8806227005529,622700550,써지가드거즈(산화재생셀룰로오스)(오리지날)_(5×35㎠/1매),1,매,5237,(주)삼양홀딩스,454205CDS,oxidized regenerated cellulose   100g,외용,332
8806227007110,622700711,페메드에스주(페메트렉시드이나트륨염2.5수화물)_(1.2082g/40mL),40,mL/병,724513,(주)삼양홀딩스,481232BIJ,pemetrexed disodium (as pemetrexed   1g(25mg/mL)),주사,421
8806227008919,622700891,프로테조밉주(보르테조밉삼합체)_(3.3mg/1병),1,병,540090,(주)삼양홀딩스,463301BIJ,bortezomib(PS-341)   3.5mg,주사,421
8806227009329,622700931,팔제론주(팔로노세트론염산염)_(84μg/1.5mL),1.5,mL/병,11632,(주)삼양홀딩스,490030BIJ,palonosetron hydrochloride (as palonosetron   75μg(50μg/mL)),주사,235
8806227009428,622700941,팔제론주(팔로노세트론염산염)_(0.28mg/5mL),5,mL/병,22765,(주)삼양홀딩스,490031BIJ,palonosetron hydrochloride (as palonosetron   0.25mg(50μg/mL)),주사,235
8806227009619,622700961,프로테조밉주2.5밀리그램(보르테조밉삼합체)_(2.38mg/1병),1,병,354145,(주)삼양홀딩스,463302BIJ,bortezomib(PS-341)   2.5mg,주사,421
8806227009824,622700980,레날리드정(레날리도마이드)_(5mg/1정),1,정,46745,(주)삼양홀딩스,588204ATB,lenalidomide   5mg,내복,421
8806227010028,622701000,레날리드정(레날리도마이드)_(10mg/1정),1,정,49670,(주)삼양홀딩스,588201ATB,lenalidomide   10mg,내복,421
8806227010127,622701010,레날리드정(레날리도마이드)_(15mg/1정),1,정,64109,(주)삼양홀딩스,588202ATB,lenalidomide   15mg,내복,421
8806227010226,622701020,레날리드정(레날리도마이드)_(20mg/1정),1,정,72098,(주)삼양홀딩스,588207ATB,lenalidomide   20mg,내복,421
8806227010325,622701030,레날리드정(레날리도마이드)_(25mg/1정),1,정,72098,(주)삼양홀딩스,588203ATB,lenalidomide   25mg,내복,421
8806227010417,622701041,아자리드주150밀리그램(아자시티딘)_(0.15g/1병),1,병,201834,(주)삼양홀딩스,484302BIJ,azacitidine   0.15g,주사,421
8806227010615,622701061,데시리드주40밀리그램(데시타빈)_(40mg/1병),1,병,290235,(주)삼양홀딩스,495602BIJ,decitabine   40mg,주사,421
8806227010714,622701071,아자리드주100밀리그램(아자시티딘)_(0.1g/1병),1,병,155000,(주)삼양홀딩스,484301BIJ,azacitidine   0.1g,주사,421
8806227011018,622701100,에베로즈정2.5밀리그램(에베로리무스)_(2.5mg/1정),1,정,13962,(주)삼양홀딩스,485607ATB,everolimus   2.5mg,내복,421
8806227011117,622701110,에베로즈정10밀리그램(에베로리무스)_(10mg/1정),1,정,40531,(주)삼양홀딩스,485606ATB,everolimus   10mg,내복,421
8806227011216,622701120,에베로즈정5밀리그램(에베로리무스)_(5mg/1정),1,정,27199,(주)삼양홀딩스,485605ATB,everolimus   5mg,내복,421
8806227011414,622701141,벤다리드주100밀리그램(벤다무스틴염산염수화물)_(0.1045g/1병),1,병,151419,(주)삼양홀딩스,614602BIJ,bendamustine hydrochloride (as bendamustine   90.8mg),주사,421
8806227011513,622701151,벤다리드주25밀리그램(벤다무스틴염산염수화물)_(26.1mg/1병),1,병,60590,(주)삼양홀딩스,614601BIJ,bendamustine hydrochloride (as bendamustine   22.7mg),주사,421
8806227012411,622701241,젬시팜주(젬시타빈염산염)_(0.2276002g/5.26mL),5.26,mL/병,31258,(주)삼양홀딩스,164931BIJ,gemcitabine hydrochloride (as gemcitabine   0.2g(38mg/mL)),주사,421
8806227012510,622701251,젬시팜주(젬시타빈염산염)_(1.138001g/26.3mL),26.3,mL/병,149327,(주)삼양홀딩스,164930BIJ,gemcitabine hydrochloride (as gemcitabine   1g(38mg/mL)),주사,421
8806228002039,622800200,아페락정(아세클로페낙)_(0.1g/1정),1,정,180,(주)마더스제약,100901ATB,aceclofenac   0.1g,내복,114
8806228003623,622800360,벤즈날정(트리메부틴말레산염)_(0.1g/1정),1,정,58,(주)마더스제약,244301ATB,trimebutine maleate   0.1g,내복,239
8806228005825,622800580,비니스틴캡슐(비티스비니페라엽건조엑스)_(0.18g/1캡슐),1,캡슐,276,(주)마더스제약,495401ACH,vitis vinifera leaf ext.   0.18g,내복,219
8806228012816,622801280,리세네이트정35mg(리세드론산나트륨)_(35mg/1정),1,정,4308,(주)마더스제약,442302ATB,risedronate sodium   35mg,내복,399
8806228012922,622801292,마이케어로션1%(히드로코르티손)_(0.5g/50g),50,g/개,4250,(주)마더스제약,170938CLT,hydrocortisone   0.5g(10mg/g(mL)),외용,264
8806228013011,622801301,마이케어로션2.5%(히드로코르티손)_(0.75g/30g),30,g/개,4410,(주)마더스제약,170941CLT,hydrocortisone   0.75g(25mg/g(mL)),외용,264
8806228013127,622801310,깅코라민정120밀리그램(은행엽건조엑스)_(0.12g/1정),1,정,111,(주)마더스제약,165301ATB,ginkgo biloba leaf ext.   0.12g,내복,219
8806228013738,622801370,마이스틴정(아젤라스틴염산염)_(1mg/1정),1,정,150,(주)마더스제약,112501ATB,azelastine hydrochloride   1mg,내복,149
8806228014933,622801490,더이트라정(이트라코나졸)_(0.1g/1정),1,정,1078,(주)마더스제약,179101ATB,itraconazole   0.1g,내복,629
8806228015213,622801521,바레겐크림(테르비나핀염산염)_(0.3g/30g),30,g/개,7170,(주)마더스제약,235735CCM,terbinafine hydrochloride   0.3g(10mg/g),외용,265
8806228015220,622801522,바레겐크림(테르비나핀염산염)_(4.5g/450g),450,g/병,107550,(주)마더스제약,235744CCM,terbinafine hydrochloride   4.5g(10mg/g),외용,265
8806228015527,622801550,터핀엠정(테르비나핀염산염)_(0.140625g/1정),1,정,370,(주)마더스제약,235747ATB,terbinafine hydrochloride (as terbinafine   0.125g),내복,629
8806228015824,622801580,아토틴엠정10밀리그램(아토르바스타틴칼슘삼수화물)_(10.85mg/1정),1,정,647,(주)마더스제약,111501ATB,atorvastatin calcium (as atorvastatin   10mg),내복,218
8806228015947,622801590,에페릴엠정(에페리손염산염)_(50mg/1정),1,정,98,(주)마더스제약,152301ATB,eperisone hydrochloride   50mg,내복,122
8806228016029,622801600,세클엠캡슐(세파클러수화물)_(0.25g/1캡슐),1,캡슐,438,(주)마더스제약,125201ACH,cefaclor hydrate   0.25g,내복,618
8806228016135,622801610,락소펜엠정(록소프로펜나트륨수화물)_(68.1mg/1정),1,정,125,(주)마더스제약,186101ATB,loxoprofen sodium hydrate (as loxoprofen sodium   60mg),내복,114
8806228016425,622801641,훼렉스주(수크로오스수산화제이철착염)(수출명:Ferex-Inj.)_(5.4g/10mL),10,mL/앰플,7864,(주)마더스제약,359731BIJ,iron hydoxide sucrose complex (as Fe   0.2g(20mg/mL)),주사,322
8806228016630,622801660,로자플엠정_(1정),1,정,415,(주)마더스제약,262500ATB,hydrochlorothiazide   12.5mg,내복,214
8806228017323,622801730,트라플엠정_(1정),1,정,190,(주)마더스제약,513000ATB,acetaminophen   0.325g,내복,114
8806228017422,622801740,클피도엠정(클로피도그렐황산염)_(97.875mg/1정),1,정,1164,(주)마더스제약,136901ATB,clopidogrel bisulfate (as clopidogrel   75mg),내복,218
8806228018535,622801850,토파원정100밀리그램(토피라메이트)_(0.1g/1정),1,정,773,(주)마더스제약,241801ATB,topiramate   0.1g,내복,113
8806228019037,622801900,토파원정25밀리그램(토피라메이트)_(25mg/1정),1,정,345,(주)마더스제약,241803ATB,topiramate   25mg,내복,113
8806228019136,622801910,뉴로치온에이치알정(티옥트산)_(0.6g/1정),1,정,707,(주)마더스제약,250902ATR,thioctic acid(α-lipoic acid)   0.6g,내복,399
8806228019242,622801920,레프리정(레보드로프로피진)_(60mg/1정),1,정,114,(주)마더스제약,183102ATB,levodropropizine   60mg,내복,222
8806228019327,622801930,메트폴엠정(메트포르민염산염)_(0.5g/1정),1,정,70,(주)마더스제약,191502ATB,metformin hydrochloride   0.5g,내복,396
8806228019426,622801940,니자딘엠캡슐(니자티딘)_(0.15g/1캡슐),1,캡슐,330,(주)마더스제약,202701ACH,nizatidine   0.15g,내복,232
8806228019525,622801950,칼디나제정(칼리디노게나제)_(50I.U/1정),1,정,178,(주)마더스제약,179303ATE,kallidinogenase   50I.U,내복,219
8806228021429,622802140,마더스세픽심캡슐(세픽심수화물)_(0.1g/1캡슐),1,캡슐,428,(주)마더스제약,126301ACH,cefixime hydrate   0.1g,내복,618
8806228021528,622802150,트라플엠세미정_(1정),1,정,126,(주)마더스제약,480600ATB,acetaminophen   0.1625g,내복,114
8806228021634,622802160,엠피디핀정(암로디핀베실산염)_(6.944mg/1정),1,정,312,(주)마더스제약,107601ATB,amlodipine besylate (as amlodipine   5mg),내복,214
8806228022020,622802200,팜씨엠정(팜시클로비르)_(0.25g/1정),1,정,3270,(주)마더스제약,157201ATB,famciclovir   0.25g,내복,629
8806228022143,622802210,로이탄연질캡슐(이소트레티노인)_(10mg/1캡슐),1,캡슐,259,(주)마더스제약,178701ACS,isotretinoin   10mg,내복,311
8806228022617,622802260,도네펜정(도네페질염산염일수화물)_(10.43mg/1정),1,정,2460,(주)마더스제약,148601ATB,donepezil hydrochloride   10mg,내복,119
8806228022716,622802271,프레드린로션(프레드니카르베이트)_(50mg/20g),20,g/개,3380,(주)마더스제약,216935CLT,prednicarbate   50mg(2.5mg/g),외용,264
